"批次/序列号码","内部参考号","产品/内部参考号","产品/名称","产品/产品类别/上级名称","产品/产品类别/中文名称","产品/CN 品牌","显示名称","在手数量","有效期","产品/批次可用","产品/预测数量","产品/打板","产品/计量单位","产品/基准成本","活动","产品/有效期","产品/销售价格","公司"
"L260501535","","E45114","Hechen Jujube Spread | 禾晨 红枣白糖 6bags*500g","蜂蜜果酱","白糖","禾晨","05-10-2026/0.0","0.0","2026-05-10","105.0","105.0","18*10=180","Case","36.291","","1080","43.0","Crestline Pacific Inc"
"L251101536","","E45114","Hechen Jujube Spread | 禾晨 红枣白糖 6bags*500g","蜂蜜果酱","白糖","禾晨","11-03-2025/0.0","0.0","2025-11-03","105.0","105.0","18*10=180","Case","36.291","","1080","43.0","Crestline Pacific Inc"
"L270401537","","FA48131","WEIFENG Corn Frozen Food | 味丰 玉米冷冻糕饼&煎饼&烤饼 30bags*70g","冷冻和冷藏食品","冷冻糕饼&煎饼&烤饼","味丰","04-17-2027/0.0","48.0","2027-04-17","95.0","95.0","7*5=35","Case","27.983","","360","40.5","Crestline Pacific Inc"
"L270301538","","FA48131","WEIFENG Corn Frozen Food | 味丰 玉米冷冻糕饼&煎饼&烤饼 30bags*70g","冷冻和冷藏食品","冷冻糕饼&煎饼&烤饼","味丰","03-23-2027/0.0","47.0","2027-03-23","95.0","95.0","7*5=35","Case","27.983","","360","40.5","Crestline Pacific Inc"
"L270801539","","FA72146","WEIFENG Honey Frozen Food | 味丰 蜂蜜冷冻糕饼&煎饼&烤饼 20bags*200g","冷冻和冷藏食品","冷冻糕饼&煎饼&烤饼","味丰","08-27-2027/0.0","4.0","2027-08-27","4.0","4.0","10*9=90","Case","42.688","","360","51.0","Crestline Pacific Inc"
"L260601540","","FA72146","WEIFENG Honey Frozen Food | 味丰 蜂蜜冷冻糕饼&煎饼&烤饼 20bags*200g","冷冻和冷藏食品","冷冻糕饼&煎饼&烤饼","味丰","06-23-2026/0.0","0.0","2026-06-23","4.0","4.0","10*9=90","Case","42.688","","360","51.0","Crestline Pacific Inc"
"2026-06-01","","FA72146","WEIFENG Honey Frozen Food | 味丰 蜂蜜冷冻糕饼&煎饼&烤饼 20bags*200g","冷冻和冷藏食品","冷冻糕饼&煎饼&烤饼","味丰","06-01-2026/0.0","0.0","2026-06-01","4.0","4.0","10*9=90","Case","42.688","","360","51.0","Crestline Pacific Inc"
"L280101542","","FD60156","WEIFENG Lychee Frozen Food | 味丰 荔枝冷冻蔬菜 30bags*70g","冷冻和冷藏食品","冷冻蔬菜","味丰","01-31-2028/0.0","4.0","2028-01-31","4.0","4.0","","Case","34.121","","730","45.5","Crestline Pacific Inc"
"L260501543","","FD60156","WEIFENG Lychee Frozen Food | 味丰 荔枝冷冻蔬菜 30bags*70g","冷冻和冷藏食品","冷冻蔬菜","味丰","05-19-2026/0.0","0.0","2026-05-19","4.0","4.0","","Case","34.121","","730","45.5","Crestline Pacific Inc"
"L270301544","","D46351","FENGXI Osmanthus Noodles | 峰喜 桂花即食面 6bags*70g","面条类干货","即食面","峰喜","03-25-2027/0.0","2.0","2027-03-25","2.0","6.0","11*5=55","Case","13.922","","360","21.0","Crestline Pacific Inc"
"L261201545","","F59323","Yunyuan Corn Grain | 云园 玉米米 8bags*150g","粮食作物","米","云园","12-29-2026/0.0","48.0","2026-12-29","48.0","48.0","17*9=153","Case","32.687","","720","43.5","Crestline Pacific Inc"
"L270601546","","F02200","Yunyuan Coconut Grain | 云园 椰子米 8bags*1000g","粮食作物","米","云园","06-19-2027/0.0","1.0","2027-06-19","1.0","1.0","4*6=24","Case","24.669","","720","34.0","Crestline Pacific Inc"
"L280301547","","F02200","Yunyuan Coconut Grain | 云园 椰子米 8bags*1000g","粮食作物","米","云园","03-14-2028/0.0","0.0","2028-03-14","1.0","1.0","4*6=24","Case","24.669","","720","34.0","Crestline Pacific Inc"
"2026-05-30","","F02200","Yunyuan Coconut Grain | 云园 椰子米 8bags*1000g","粮食作物","米","云园","05-30-2026/0.0","0.0","2026-05-30","1.0","1.0","4*6=24","Case","24.669","","720","34.0","Crestline Pacific Inc"
"L260801549","","F02200","Yunyuan Coconut Grain | 云园 椰子米 8bags*1000g","粮食作物","米","云园","08-16-2026/0.0","0.0","2026-08-16","1.0","1.0","4*6=24","Case","24.669","","720","34.0","Crestline Pacific Inc"
"L271001550","","F85174","Yunyuan Original Grain | 云园 原味米 6bags*500g","粮食作物","米","云园","10-11-2027/0.0","20.0","2027-10-11","60.0","60.0","8*6=48","Case","42.979","","720","52.0","Crestline Pacific Inc"
"L280601551","","F85174","Yunyuan Original Grain | 云园 原味米 6bags*500g","粮食作物","米","云园","06-29-2028/0.0","20.0","2028-06-29","60.0","60.0","8*6=48","Case","42.979","","720","52.0","Crestline Pacific Inc"
"L270201552","","F85174","Yunyuan Original Grain | 云园 原味米 6bags*500g","粮食作物","米","云园","02-01-2027/0.0","20.0","2027-02-01","60.0","60.0","8*6=48","Case","42.979","","720","52.0","Crestline Pacific Inc"
"2026-04-23","","F85174","Yunyuan Original Grain | 云园 原味米 6bags*500g","粮食作物","米","云园","04-23-2026/0.0","0.0","2026-04-23","60.0","60.0","8*6=48","Case","42.979","","720","52.0","Crestline Pacific Inc"
"L260401554","","F85174","Yunyuan Original Grain | 云园 原味米 6bags*500g","粮食作物","米","云园","04-06-2026/0.0","0.0","2026-04-06","60.0","60.0","8*6=48","Case","42.979","","720","52.0","Crestline Pacific Inc"
"L270301555","","I24289","Jinrun Lychee Oil | 金润 荔枝花生油 12bags*200g","食用油","花生油","金润","03-11-2027/0.0","2.0","2027-03-11","2.0","9.0","","Case","26.33","","540","32.0","Crestline Pacific Inc"
"L270501556","","I24289","Jinrun Lychee Oil | 金润 荔枝花生油 12bags*200g","食用油","花生油","金润","05-19-2027/0.0","0.0","2027-05-19","2.0","9.0","","Case","26.33","","540","32.0","Crestline Pacific Inc"
"L270501557","","I24289","Jinrun Lychee Oil | 金润 荔枝花生油 12bags*200g","食用油","花生油","金润","05-06-2027/0.0","0.0","2027-05-06","2.0","9.0","","Case","26.33","","540","32.0","Crestline Pacific Inc"
"2026-06-27","","I24289","Jinrun Lychee Oil | 金润 荔枝花生油 12bags*200g","食用油","花生油","金润","06-27-2026/0.0","0.0","2026-06-27","2.0","9.0","","Case","26.33","","540","32.0","Crestline Pacific Inc"
"2026-02-23","","I24289","Jinrun Lychee Oil | 金润 荔枝花生油 12bags*200g","食用油","花生油","金润","02-23-2026/0.0","0.0","2026-02-23","2.0","9.0","","Case","26.33","","540","32.0","Crestline Pacific Inc"
"L280501560","","E30150","YOUSHUN Garlic Seasoning | 友顺 蒜香蒜 1bag*25lb","调味品","蒜","友顺","05-03-2028/0.0","405.0","2028-05-03","810.0","1136.0","8*11=88","Bag","27.386","","1080","36.5","Crestline Pacific Inc"
"L270701561","","E30150","YOUSHUN Garlic Seasoning | 友顺 蒜香蒜 1bag*25lb","调味品","蒜","友顺","07-12-2027/0.0","405.0","2027-07-12","810.0","1136.0","8*11=88","Bag","27.386","","1080","36.5","Crestline Pacific Inc"
"L260701562","","E30150","YOUSHUN Garlic Seasoning | 友顺 蒜香蒜 1bag*25lb","调味品","蒜","友顺","07-25-2026/0.0","0.0","2026-07-25","810.0","1136.0","8*11=88","Bag","27.386","","1080","36.5","Crestline Pacific Inc"
"2026-08-11","","E30150","YOUSHUN Garlic Seasoning | 友顺 蒜香蒜 1bag*25lb","调味品","蒜","友顺","08-11-2026/0.0","0.0","2026-08-11","810.0","1136.0","8*11=88","Bag","27.386","","1080","36.5","Crestline Pacific Inc"
"L270101564","","F22120","Jinxi Lemon Grain | 金喜 柠檬花生 20bags*400g","粮食作物","花生","金喜","01-15-2027/0.0","104.0","2027-01-15","104.0","104.0","9*9=81","Case","17.856","","1080","26.5","Crestline Pacific Inc"
"L270801565","","F10188","Jinxi Beef Grain | 金喜 牛肉米 12bags*70g","粮食作物","米","金喜","08-02-2027/0.0","4.0","2027-08-02","8.0","12.0","13*9=117","Case","31.372","","720","45.5","Crestline Pacific Inc"
"L261001566","","F10188","Jinxi Beef Grain | 金喜 牛肉米 12bags*70g","粮食作物","米","金喜","10-21-2026/0.0","4.0","2026-10-21","8.0","12.0","13*9=117","Case","31.372","已到警报日期","720","45.5","Crestline Pacific Inc"
"L280601567","","F45254","Jinxi Oolong Grain | 金喜 乌龙花生 6bags*200g","粮食作物","花生","金喜","06-19-2028/0.0","0.0","2028-06-19","0.0","0.0","15*7=105","Case","39.648","","1080","46.0","Crestline Pacific Inc"
"L280401568","","F45254","Jinxi Oolong Grain | 金喜 乌龙花生 6bags*200g","粮食作物","花生","金喜","04-14-2028/0.0","0.0","2028-04-14","0.0","0.0","15*7=105","Case","39.648","","1080","46.0","Crestline Pacific Inc"
"L280101569","","F27221","Jinxi Original Grain | 金喜 原味米 20bags*70g","粮食作物","米","金喜","01-27-2028/0.0","44.0","2028-01-27","130.0","130.0","15*9=135","Case","36.844","","720","46.5","Crestline Pacific Inc"
"L270501570","","F27221","Jinxi Original Grain | 金喜 原味米 20bags*70g","粮食作物","米","金喜","05-26-2027/0.0","43.0","2027-05-26","130.0","130.0","15*9=135","Case","36.844","","720","46.5","Crestline Pacific Inc"
"L270101571","","F27221","Jinxi Original Grain | 金喜 原味米 20bags*70g","粮食作物","米","金喜","01-26-2027/0.0","43.0","2027-01-26","130.0","130.0","15*9=135","Case","36.844","","720","46.5","Crestline Pacific Inc"
"L261201572","","F34122","Jinxi Oolong Grain | 金喜 乌龙米 30bags*200g","粮食作物","米","金喜","12-01-2026/0.0","298.0","2026-12-01","596.0","596.0","17*7=119","Case","13.456","","720","999.0","Crestline Pacific Inc"
"L280501573","","F34122","Jinxi Oolong Grain | 金喜 乌龙米 30bags*200g","粮食作物","米","金喜","05-18-2028/0.0","298.0","2028-05-18","596.0","596.0","17*7=119","Case","13.456","","720","16.5","Crestline Pacific Inc"
"2026-05-20","","F34122","Jinxi Oolong Grain | 金喜 乌龙米 30bags*200g","粮食作物","米","金喜","05-20-2026/0.0","0.0","2026-05-20","596.0","596.0","17*7=119","Case","13.456","","720","16.5","Crestline Pacific Inc"
"L290501575","","F30382","Jinxi Chicken Grain | 金喜 鸡肉杂粮 30bags*1000g","粮食作物","杂粮","金喜","05-17-2029/0.0","0.0","2029-05-17","0.0","1.0","16*9=144","Case","33.965","","1080","41.0","Crestline Pacific Inc"
"L270701576","","F30382","Jinxi Chicken Grain | 金喜 鸡肉杂粮 30bags*1000g","粮食作物","杂粮","金喜","07-28-2027/0.0","0.0","2027-07-28","0.0","1.0","16*9=144","Case","33.965","","1080","41.0","Crestline Pacific Inc"
"2026-03-14","","F30382","Jinxi Chicken Grain | 金喜 鸡肉杂粮 30bags*1000g","粮食作物","杂粮","金喜","03-14-2026/0.0","0.0","2026-03-14","0.0","1.0","16*9=144","Case","33.965","","1080","999.0","Crestline Pacific Inc"
"L270201578","","B78174","SHANSHUN Lemon Snack | 山顺 柠檬膨化食品 20bags*200g","糖果零食","膨化食品","山顺","02-26-2027/0.0","35.0","2027-02-26","101.0","322.0","","Case","24.525","","270","36.5","Crestline Pacific Inc"
"L261201579","","B78174","SHANSHUN Lemon Snack | 山顺 柠檬膨化食品 20bags*200g","糖果零食","膨化食品","山顺","12-28-2026/0.0","33.0","2026-12-28","101.0","322.0","","Case","24.525","","270","36.5","Crestline Pacific Inc"
"L270501580","","B78174","SHANSHUN Lemon Snack | 山顺 柠檬膨化食品 20bags*200g","糖果零食","膨化食品","山顺","05-01-2027/0.0","33.0","2027-05-01","101.0","322.0","","Case","24.525","","270","36.5","Crestline Pacific Inc"
"2026-04-09","","B78174","SHANSHUN Lemon Snack | 山顺 柠檬膨化食品 20bags*200g","糖果零食","膨化食品","山顺","04-09-2026/0.0","0.0","2026-04-09","101.0","322.0","","Case","24.525","","270","36.5","Crestline Pacific Inc"
"L270801582","","B96256","SHANSHUN Vanilla Snack | 山顺 香草米果&爆米花 6bags*400g","糖果零食","米果&爆米花","山顺","08-16-2027/0.0","3.0","2027-08-16","3.0","8.0","","Case","23.241","","360","29.0","Crestline Pacific Inc"
"L250901583","","B96256","SHANSHUN Vanilla Snack | 山顺 香草米果&爆米花 6bags*400g","糖果零食","米果&爆米花","山顺","09-04-2025/0.0","0.0","2025-09-04","3.0","8.0","","Case","23.241","","360","29.0","Crestline Pacific Inc"
"2026-04-18","","B96256","SHANSHUN Vanilla Snack | 山顺 香草米果&爆米花 6bags*400g","糖果零食","米果&爆米花","山顺","04-18-2026/0.0","0.0","2026-04-18","3.0","8.0","","Case","23.241","","360","29.0","Crestline Pacific Inc"
"L270301585","","A49333","Chengyun BBQ Drink | 橙云 烧烤牛奶饮料 20btls*330ml","饮料","牛奶饮料","橙云","03-08-2027/0.0","159.0","2027-03-08","159.0","166.0","","Case","23.748","","240","27.5","Crestline Pacific Inc"
"L250801586","","A49333","Chengyun BBQ Drink | 橙云 烧烤牛奶饮料 20btls*330ml","饮料","牛奶饮料","橙云","08-25-2025/0.0","0.0","2025-08-25","159.0","166.0","","Case","23.748","","240","27.5","Crestline Pacific Inc"
"L260301587","","A49333","Chengyun BBQ Drink | 橙云 烧烤牛奶饮料 20btls*330ml","饮料","牛奶饮料","橙云","03-08-2026/0.0","0.0","2026-03-08","159.0","166.0","","Case","23.748","","240","27.5","Crestline Pacific Inc"
"L270701588","","A45133","Chengyun Green Tea Drink | 橙云 绿茶乳酸菌饮料 15btls*480ml","饮料","乳酸菌饮料","橙云","07-12-2027/0.0","3.0","2027-07-12","5.0","5.0","16*11=176","Case","10.636","","360","13.0","Crestline Pacific Inc"
"L270801589","","A45133","Chengyun Green Tea Drink | 橙云 绿茶乳酸菌饮料 15btls*480ml","饮料","乳酸菌饮料","橙云","08-05-2027/0.0","1.0","2027-08-05","5.0","5.0","16*11=176","Case","10.636","","360","13.0","Crestline Pacific Inc"
"L270601590","","A45133","Chengyun Green Tea Drink | 橙云 绿茶乳酸菌饮料 15btls*480ml","饮料","乳酸菌饮料","橙云","06-19-2027/0.0","1.0","2027-06-19","5.0","5.0","16*11=176","Case","10.636","","360","13.0","Crestline Pacific Inc"
"2025-10-14","","A45133","Chengyun Green Tea Drink | 橙云 绿茶乳酸菌饮料 15btls*480ml","饮料","乳酸菌饮料","橙云","10-14-2025/0.0","0.0","2025-10-14","5.0","5.0","16*11=176","Case","10.636","","360","13.0","Crestline Pacific Inc"
"L260101592","","A45133","Chengyun Green Tea Drink | 橙云 绿茶乳酸菌饮料 15btls*480ml","饮料","乳酸菌饮料","橙云","01-18-2026/0.0","0.0","2026-01-18","5.0","5.0","16*11=176","Case","10.636","","360","13.0","Crestline Pacific Inc"
"L270601593","","E06233","Qingmei Jujube Spread | 青梅 红枣黄糖 8bags*100g","蜂蜜果酱","黄糖","青梅","06-14-2027/0.0","27.0","2027-06-14","77.0","171.0","15*5=75","Case","22.775","","1080","29.5","Crestline Pacific Inc"
"L290401594","","E06233","Qingmei Jujube Spread | 青梅 红枣黄糖 8bags*100g","蜂蜜果酱","黄糖","青梅","04-25-2029/0.0","25.0","2029-04-25","77.0","171.0","15*5=75","Case","22.775","","1080","29.5","Crestline Pacific Inc"
"L270501595","","E06233","Qingmei Jujube Spread | 青梅 红枣黄糖 8bags*100g","蜂蜜果酱","黄糖","青梅","05-09-2027/0.0","25.0","2027-05-09","77.0","171.0","15*5=75","Case","22.775","","1080","29.5","Crestline Pacific Inc"
"2025-08-19","","E06233","Qingmei Jujube Spread | 青梅 红枣黄糖 8bags*100g","蜂蜜果酱","黄糖","青梅","08-19-2025/0.0","0.0","2025-08-19","77.0","171.0","15*5=75","Case","22.775","","1080","29.5","Crestline Pacific Inc"
"L260401597","","E06233","Qingmei Jujube Spread | 青梅 红枣黄糖 8bags*100g","蜂蜜果酱","黄糖","青梅","04-23-2026/0.0","0.0","2026-04-23","77.0","171.0","15*5=75","Case","22.775","","1080","29.5","Crestline Pacific Inc"
"L270101598","","G34232","Qingmei Matcha Spread | 青梅 抹茶果酱 12bags*500g","蜂蜜果酱","果酱","青梅","01-17-2027/0.0","0.0","2027-01-17","0.0","2.0","","Case","35.603","","360","43.5","Crestline Pacific Inc"
"2026-01-31","","G34232","Qingmei Matcha Spread | 青梅 抹茶果酱 12bags*500g","蜂蜜果酱","果酱","青梅","01-31-2026/0.0","0.0","2026-01-31","0.0","2.0","","Case","35.603","","360","43.5","Crestline Pacific Inc"
"L290201600","","E44231","Qingmei Grape Spread | 青梅 葡萄黄糖 10bags*500g","蜂蜜果酱","黄糖","青梅","02-09-2029/0.0","55.0","2029-02-09","55.0","116.0","5*12=60","Case","25.131","","1080","38.0","Crestline Pacific Inc"
"L270701601","","G25181","Qingmei Mango Spread | 青梅 芒果果酱 8bags*100g","蜂蜜果酱","果酱","青梅","07-23-2027/0.0","11.0","2027-07-23","29.0","29.0","","Case","13.554","","360","16.0","Crestline Pacific Inc"
"L270501602","","G25181","Qingmei Mango Spread | 青梅 芒果果酱 8bags*100g","蜂蜜果酱","果酱","青梅","05-21-2027/0.0","9.0","2027-05-21","29.0","29.0","","Case","13.554","","360","16.0","Crestline Pacific Inc"
"L270801603","","G25181","Qingmei Mango Spread | 青梅 芒果果酱 8bags*100g","蜂蜜果酱","果酱","青梅","08-24-2027/0.0","9.0","2027-08-24","29.0","29.0","","Case","13.554","","360","16.0","Crestline Pacific Inc"
"L280401604","","E75229","Qingmei Melon Spread | 青梅 哈密瓜黄糖 10bags*200g","蜂蜜果酱","黄糖","青梅","04-08-2028/0.0","89.0","2028-04-08","89.0","89.0","6*8=48","Case","29.695","","1080","40.5","Crestline Pacific Inc"
"L270301605","","G72211","Qingmei Taro Spread | 青梅 芋头果酱 30bags*200g","蜂蜜果酱","果酱","青梅","03-02-2027/0.0","25.0","2027-03-02","25.0","25.0","12*13=156","Case","29.082","","360","39.5","Crestline Pacific Inc"
"L280101606","","E66122","YUANFENG Beef Seasoning | 园峰 牛肉蒜 1bag*25lb","调味品","蒜","园峰","01-06-2028/0.0","11.0","2028-01-06","29.0","39.0","17*7=119","Bag","20.859","","1080","27.0","Crestline Pacific Inc"
"L261101607","","E66122","YUANFENG Beef Seasoning | 园峰 牛肉蒜 1bag*25lb","调味品","蒜","园峰","11-18-2026/0.0","9.0","2026-11-18","29.0","39.0","17*7=119","Bag","20.859","已到警报日期","1080","27.0","Crestline Pacific Inc"
"L280701608","","E66122","YUANFENG Beef Seasoning | 园峰 牛肉蒜 1bag*25lb","调味品","蒜","园峰","07-05-2028/0.0","9.0","2028-07-05","29.0","39.0","17*7=119","Bag","20.859","","1080","27.0","Crestline Pacific Inc"
"L280101609","","E16157","YUANFENG Mango Seasoning | 园峰 芒果蒜 1bag*50lb","调味品","蒜","园峰","01-31-2028/0.0","2.0","2028-01-31","2.0","10.0","4*6=24","Bag","35.834","","1080","50.0","Crestline Pacific Inc"
"L260701610","","E16157","YUANFENG Mango Seasoning | 园峰 芒果蒜 1bag*50lb","调味品","蒜","园峰","07-18-2026/0.0","0.0","2026-07-18","2.0","10.0","4*6=24","Bag","35.834","","1080","50.0","Crestline Pacific Inc"
"L281201611","","E16157","YUANFENG Mango Seasoning | 园峰 芒果蒜 1bag*50lb","调味品","蒜","园峰","12-18-2028/0.0","0.0","2028-12-18","2.0","10.0","4*6=24","Bag","35.834","","1080","50.0","Crestline Pacific Inc"
"L251201612","","E16157","YUANFENG Mango Seasoning | 园峰 芒果蒜 1bag*50lb","调味品","蒜","园峰","12-18-2025/0.0","0.0","2025-12-18","2.0","10.0","4*6=24","Bag","35.834","","1080","50.0","Crestline Pacific Inc"
"L261201613","","G81318","YUANFENG Seafood Seasoning | 园峰 海鲜蘸酱 24bags*1000g","调味品","蘸酱","园峰","12-23-2026/0.0","119.0","2026-12-23","119.0","119.0","17*10=170","Case","16.462","","360","20.0","Crestline Pacific Inc"
"L260101614","","G81318","YUANFENG Seafood Seasoning | 园峰 海鲜蘸酱 24bags*1000g","调味品","蘸酱","园峰","01-08-2026/0.0","0.0","2026-01-08","119.0","119.0","17*10=170","Case","16.462","","360","20.0","Crestline Pacific Inc"
"2026-02-18","","G81318","YUANFENG Seafood Seasoning | 园峰 海鲜蘸酱 24bags*1000g","调味品","蘸酱","园峰","02-18-2026/0.0","0.0","2026-02-18","119.0","119.0","17*10=170","Case","16.462","","360","20.0","Crestline Pacific Inc"
"L270901616","","G59142","YUANFENG Osmanthus Seasoning | 园峰 桂花醋 24bags*150g","调味品","醋","园峰","09-24-2027/0.0","152.0","2027-09-24","152.0","155.0","13*11=143","Case","23.851","","720","28.0","Crestline Pacific Inc"
"L260601617","","G59142","YUANFENG Osmanthus Seasoning | 园峰 桂花醋 24bags*150g","调味品","醋","园峰","06-29-2026/0.0","0.0","2026-06-29","152.0","155.0","13*11=143","Case","23.851","","720","28.0","Crestline Pacific Inc"
